"timestamp","temperatura_C","umidade_solo_perc","ph_solo","npk_nitrogenio","npk_fosforo","npk_potassio","irrigacao_ativada","nivel_bateria_perc","conexao_wifi"
2025-10-05 09:48:35.137597,29.1621733583739,47.3337908253298,6.66473644879197,0,0,0,0,99.7202994677404,1
2025-10-05 10:48:35.137597,28.291546480003,39.47490878927,6.33210872361767,1,1,0,0,100.846269583851,1
2025-10-05 11:48:35.137597,32.7325565082832,53.3370937152033,6.30264803015138,1,1,1,0,99.8130634592233,1
2025-10-05 12:48:35.137597,36.7367003998328,46.8479501395821,6.76455820109707,0,1,1,1,96.9724925821667,1
2025-10-05 13:48:35.137597,36.3514617069316,38.1624524992972,6.61587538478584,1,1,1,1,96.5652447115777,1
2025-10-05 14:48:35.137597,31.9818686424973,43.2927589118193,6.6744879773764,1,1,1,0,96.9505039204196,1
2025-10-05 15:48:35.137597,28.6519655449497,57.0782424395145,6.7202999110397,0,1,1,0,93.1415381137904,0
2025-10-05 16:48:35.137597,25.5564269786838,50.8688229286387,6.89908324539646,1,1,0,0,95.0120057085118,1
2025-10-05 17:48:35.137597,25.5676046421442,47.9694764232284,6.84924711209499,1,1,0,0,97.1525479787956,1
2025-10-05 18:48:35.137597,28.2891034634451,60.0915594363306,6.91036402774223,1,1,1,0,92.1030504816316,1
2025-10-05 19:48:35.137597,23.3340728125948,70.0223326106689,6.9319145656336,1,1,1,0,95.0353882009971,1
2025-10-05 20:48:35.137597,21.5162003120842,68.6767554781872,7.14324119562343,1,0,1,0,93.3059547095427,1
2025-10-05 21:48:35.137597,19.3160002053744,79.5852983145052,6.66600325467797,1,1,1,0,97.3686476034937,1
2025-10-05 22:48:35.137597,15.7445754689869,69.8677789500943,6.97671364745889,0,1,1,0,92.5256320488565,1
2025-10-05 23:48:35.137597,20.4199572439632,84.7729047787197,6.71660501280344,1,0,1,0,90.0451957286381,1
2025-10-06 00:48:35.137597,18.4225521784985,81.6482832202625,6.81840906917905,0,1,1,0,91.0804232766515,1
2025-10-06 01:48:35.137597,18.5259718328062,84.4972069988514,6.51004728823018,1,0,1,0,92.7476156860601,1
2025-10-06 02:48:35.137597,18.3292172941207,71.4397880332783,6.63777299666022,1,1,1,0,90.1670004620857,1
2025-10-06 03:48:35.137597,17.3795531075525,74.6784831593857,6.68574065301483,1,1,1,0,89.9070966418386,0
2025-10-06 04:48:35.137597,21.8167868816741,74.0960649225119,6.89574862522774,1,1,1,0,88.3680341329257,1
2025-10-06 05:48:35.137597,22.2447703585469,60.4509181089592,6.62369352444584,1,0,1,0,90.3719230511361,1
2025-10-06 06:48:35.137597,23.6807495214158,58.8808702842943,6.47771213136791,0,1,1,0,87.6455367464891,1
2025-10-06 07:48:35.137597,26.0691862903788,53.2626234976271,6.8032791388431,0,1,1,0,89.8449068246507,1
2025-10-06 08:48:35.137597,30.2500806127477,52.0295253214321,6.58635470736305,1,1,1,0,90.5293981437136,1
2025-10-06 09:48:35.137597,31.2307067235476,53.9524104497907,6.67826979883006,1,1,1,0,87.0440512974936,1
2025-10-06 10:48:35.137597,33.985029672115,47.1458018913374,6.17969029137276,1,1,1,1,87.7339154097821,1
2025-10-06 11:48:35.137597,34.1089920669036,30.8466307244451,6.44405358632499,0,0,0,1,85.3841634894229,1
2025-10-06 12:48:35.137597,33.0836834229291,36.877746163856,6.19772002376775,1,1,1,1,85.9112600294523,1
2025-10-06 13:48:35.137597,32.0952958901547,37.2363658617847,6.33345431645994,0,0,1,1,85.740753725378,0
2025-10-06 14:48:35.137597,31.326711255209,45.9522617480213,6.52451533489254,1,0,1,0,86.8814308058858,1
2025-10-06 15:48:35.137597,30.8147836883591,50.1494103915404,6.04461534254668,1,1,0,0,82.0299136417197,1
2025-10-06 16:48:35.137597,27.194612734262,50.4392222565622,6.13924767788456,1,0,1,0,84.5930526929187,1
2025-10-06 17:48:35.137597,22.9781447351612,49.3458585638283,6.07346633855027,1,0,0,0,81.935663995659,1
2025-10-06 18:48:35.137597,21.2850272060539,50.4736267062222,6.29164849004222,1,1,0,0,80.1681957011025,1
2025-10-06 19:48:35.137597,24.3142490844193,63.9052305763817,6.21468258735547,1,1,0,0,81.7320796713601,0
2025-10-06 20:48:35.137597,19.3825980823168,63.4599594249275,6.08891576359385,0,1,1,0,83.0062426954403,1
2025-10-06 21:48:35.137597,18.4028269899435,71.7608879581693,6.26229092348357,1,1,1,0,83.5198689148156,1
2025-10-06 22:48:35.137597,17.3706726092581,77.0385726432261,6.16355224544462,1,1,0,0,79.6612668890694,1
2025-10-06 23:48:35.137597,18.6792309042897,85.9486158359162,6.09251376951865,1,1,1,0,79.7031227390671,1
2025-10-07 00:48:35.137597,15.8680217296422,80.7701586793153,6.36393696427974,0,0,1,0,77.9606728288043,1
2025-10-07 01:48:35.137597,18.4821830666297,66.768411838369,6.2253877847443,0,1,1,0,74.6133373164857,1
2025-10-07 02:48:35.137597,18.061423192774,81.5493127575188,6.26149896579178,1,1,1,0,79.5554881911835,1
2025-10-07 03:48:35.137597,19.8286883284622,76.9494729413789,6.27538915354989,1,1,1,0,78.9050978582246,1
2025-10-07 04:48:35.137597,20.2108606626649,68.829285262042,6.1817913683483,1,1,1,0,78.4029297756041,1
2025-10-07 05:48:35.137597,24.5301843022706,69.0480684042358,6.54561047665862,1,1,0,0,75.1511512030005,1
2025-10-07 06:48:35.137597,25.0108711699578,59.620731262469,6.37543536611368,0,1,0,0,74.6668474932419,1
2025-10-07 07:48:35.137597,28.1893157705938,53.404293699266,6.6060693126616,1,1,1,0,76.6973296473669,1
2025-10-07 08:48:35.137597,31.3594993174395,51.079574186393,6.55739607130448,1,1,1,0,78.3358902971432,1
2025-10-07 09:48:35.137597,27.4150753962217,51.3425997988397,6.55831759759614,1,1,1,0,74.4289520038934,1
2025-10-07 10:48:35.137597,36.1234412615491,30.7086745568784,6.31119684993944,0,1,1,1,75.5815904052542,1
2025-10-07 11:48:35.137597,28.9097964639556,40.6513696771473,6.77956483128433,1,1,1,0,77.4213375255598,1
2025-10-07 12:48:35.137597,34.8007367706845,48.5965234559464,6.70281820856644,1,1,1,1,74.9694776209818,1
2025-10-07 13:48:35.137597,29.4305026341838,38.7511298561821,6.59108840016582,0,1,1,0,71.5031220118359,1
2025-10-07 14:48:35.137597,35.7528444584007,36.6691066822701,6.72121075905077,0,1,1,1,67.9664608994742,1
2025-10-07 15:48:35.137597,29.5418358237029,43.6164844547242,6.76753612138733,0,1,0,0,68.0248654031818,1
2025-10-07 16:48:35.137597,27.1317712115922,52.4224382377011,6.73352132119314,1,1,1,0,69.1648598831119,1
2025-10-07 17:48:35.137597,30.4340665716901,54.0816708271729,6.83058164326417,0,1,1,0,72.4209232897374,1
2025-10-07 18:48:35.137597,29.6099950227473,60.8836960727399,6.65215980907357,1,1,0,0,71.0537883778399,1
2025-10-07 19:48:35.137597,23.1754297151919,63.4350799398247,6.73054659557442,0,0,1,0,71.7905636523079,1
2025-10-07 20:48:35.137597,20.4307930908932,71.3842924505036,6.97082809093249,1,0,1,0,70.0003066487489,1
2025-10-07 21:48:35.137597,20.132132752892,72.5257156174513,7.03678465269048,0,0,1,0,65.7333483231155,1
2025-10-07 22:48:35.137597,19.5216356680699,72.6117256267809,6.76375762940058,1,0,1,0,68.1599851975259,1
2025-10-07 23:48:35.137597,21.9198647486942,74.8430375922545,6.6073970331146,1,1,1,0,69.7737537318881,1
2025-10-08 00:48:35.137597,16.850496017423,78.9890644618175,6.70967076110725,1,1,0,0,68.6788731118237,1
2025-10-08 01:48:35.137597,18.7612411728428,77.2125804553868,6.84849835042962,1,0,1,0,64.093727354483,0
2025-10-08 02:48:35.137597,18.5962580509981,83.8145121633644,6.67361714881768,0,0,1,0,66.2780591479741,1
2025-10-08 03:48:35.137597,17.821873333747,79.6478352850133,6.84584815572791,1,1,1,0,68.8624944206655,1
2025-10-08 04:48:35.137597,22.6731960863857,65.8250005472307,6.65050370494645,0,1,0,0,65.4867844150978,1
2025-10-08 05:48:35.137597,23.9454147515932,54.8539858305688,6.77266895415856,1,0,1,0,65.5760452949744,1
2025-10-08 06:48:35.137597,25.3913067803162,60.2540923343751,6.42642369228599,1,0,0,0,64.0477731874585,1
2025-10-08 07:48:35.137597,31.6358829188395,55.1318917079988,6.27184391757435,1,1,1,0,64.5351415749009,1
2025-10-08 08:48:35.137597,33.3513533889773,42.8725773797594,6.54449080518461,1,0,0,1,65.1835283807241,1
2025-10-08 09:48:35.137597,30.4219834615895,44.7083435764611,6.31368984266676,1,1,1,0,60.8249758179627,1
2025-10-08 10:48:35.137597,32.4698723848921,42.4032196796361,6.64607680743819,1,0,1,1,61.6440283324954,1
2025-10-08 11:48:35.137597,34.2746216851933,35.3093938492836,6.46788709218261,1,1,1,1,64.1534917382926,1
2025-10-08 12:48:35.137597,33.7126112354777,48.5383158605205,6.30745962776705,1,1,0,1,63.0158574234006,1
2025-10-08 13:48:35.137597,36.1671996413862,33.8638931805569,6.28985871333122,1,0,0,1,63.4193473267832,1
2025-10-08 14:48:35.137597,32.4371962169081,41.1400549428566,6.11966433004596,1,1,1,1,60.4956857614395,1
2025-10-08 15:48:35.137597,24.2525432220448,53.9641945043313,6.07911759247118,1,1,1,0,61.3517868221161,1
2025-10-08 16:48:35.137597,29.6335952030939,43.1363229815592,5.91784410990516,1,0,0,0,59.304783515998,1
2025-10-08 17:48:35.137597,27.6183653902024,59.7132460795784,6.32429275538086,1,1,0,0,59.2821561933991,1
2025-10-08 18:48:35.137597,21.9700629340474,61.8029963062358,6.37509747081924,1,0,1,0,58.2401882512058,1
2025-10-08 19:48:35.137597,23.520476998873,60.6849204064576,6.19440049166089,0,1,1,0,57.4199714096572,1
2025-10-08 20:48:35.137597,21.5081339385816,64.6343779619342,6.01493551132011,1,1,1,0,61.4722121612841,1
2025-10-08 21:48:35.137597,19.3511051477183,64.5857596243701,6.02354099864096,1,0,1,0,53.7603160854132,1
2025-10-08 22:48:35.137597,20.5515624824576,81.1183043424746,6.4408252683964,1,1,1,0,57.3864923832426,1
2025-10-08 23:48:35.137597,20.807836860769,82.6532824263523,6.46735014731266,1,1,1,0,55.6960211523173,1
2025-10-09 00:48:35.137597,15.1811889561577,80.1499896507554,6.4296329165745,0,1,1,0,55.6418307795267,1
2025-10-09 01:48:35.137597,15,82.3260206968047,6.14162526174938,1,0,1,0,52.7629302596917,1
2025-10-09 02:48:35.137597,15,83.2605701731128,6.0585395034981,1,0,0,0,56.6908435995419,1
2025-10-09 03:48:35.137597,20.4829789957649,76.0403740799203,6.37564692724608,1,1,1,0,52.7776282780241,0
2025-10-09 04:48:35.137597,20.2820567820632,63.3508441652051,6.25637980232843,1,0,1,0,55.5803864437953,1
2025-10-09 05:48:35.137597,22.9787104535662,67.2565359375015,6.31248231418547,1,0,1,0,53.8477967777457,1
2025-10-09 06:48:35.137597,26.5012712097508,53.9462724802382,6.53810988966385,1,0,1,0,50.0872511061928,1
2025-10-09 07:48:35.137597,27.2071680645061,55.3369613731617,6.58273423242659,1,1,1,0,51.8507930053531,1
2025-10-09 08:48:35.137597,27.3985916680304,46.3262453469357,6.4605190066701,1,1,1,0,52.1909609779268,1
2025-10-09 09:48:35.137597,30.2606252804773,50.1820904913795,6.70809384291487,1,1,0,0,50.9811522204755,1
2025-10-09 10:48:35.137597,30.3358032214685,41.6268438233587,6.52408956600515,1,0,1,0,52.594440859723,1
2025-10-09 11:48:35.137597,35.101678883148,38.0529968764068,6.69465801184982,1,0,0,1,52.3709814806712,1
2025-10-09 12:48:35.137597,33.7568326888841,42.9038844026773,6.4000708065409,1,0,0,1,53.5157845128527,1
2025-10-09 13:48:35.137597,33.2526719035048,40.885214814423,6.80063690268224,1,1,1,1,51.8489914559139,1
2025-10-09 14:48:35.137597,31.7033039752503,45.2105240232214,6.62924499112974,1,0,0,0,48.3027417573887,1
2025-10-09 15:48:35.137597,30.9816251712019,46.9036219798962,6.87369588852215,1,1,1,0,45.3029656053303,1
2025-10-09 16:48:35.137597,26.2217288772433,49.6101112787644,6.26855829576006,1,1,1,0,48.075727952505,1
2025-10-09 17:48:35.137597,28.2967934393346,57.3603042309922,6.73496393534209,1,0,1,0,49.5676043095066,1
2025-10-09 18:48:35.137597,26.4731374951027,53.2945849386391,6.79585744527206,1,0,1,0,47.0632155178105,1
2025-10-09 19:48:35.137597,18.5576717676504,70.1013541063634,6.60899474633495,1,1,1,0,47.5998132572346,1
2025-10-09 20:48:35.137597,23.7912246296413,78.9112678101323,6.50762332039664,1,1,1,0,45.9157354973178,1
2025-10-09 21:48:35.137597,20.3911084246859,70.672330047205,6.56363325869766,1,1,1,0,48.2524832323896,1
2025-10-09 22:48:35.137597,16.8310319007209,77.4902628537225,6.95613390300311,1,1,1,0,44.0962323038652,1
2025-10-09 23:48:35.137597,17.2102137871826,75.3642812492093,6.80739143649291,0,1,1,0,43.306298185114,1
2025-10-10 00:48:35.137597,16.5231268045101,79.4255997926338,6.83605409786318,1,1,1,0,42.7217645074904,1
2025-10-10 01:48:35.137597,18.0285593253566,79.4165670948015,7.00187979364086,1,0,0,0,41.4082889670064,1
2025-10-10 02:48:35.137597,16.130617162735,68.9642948533414,6.7821544585636,0,0,1,0,43.2213650295671,0
2025-10-10 03:48:35.137597,17.890620932941,79.8889657815849,6.70467149108962,0,1,0,0,42.6867495832501,1
2025-10-10 04:48:35.137597,22.5687553978154,71.2749101417676,6.7180396116834,0,1,1,0,45.2382853970679,1
2025-10-10 05:48:35.137597,24.476520116745,73.175031660331,6.40131140704189,0,1,1,0,39.6352532428496,1
2025-10-10 06:48:35.137597,23.4582506249081,69.2648237924692,6.60757654555579,1,0,1,0,44.1280336779165,1
2025-10-10 07:48:35.137597,26.496676887242,56.3589798359073,6.64039281085693,1,0,1,0,43.9344636437051,1
2025-10-10 08:48:35.137597,29.8667955201943,57.5905274257613,6.41961748935411,1,1,1,0,42.6459886899863,1
